housing,loan,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_no job data,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_divorced,marital_married,marital_single,education,contact_No contact data,contact_cellular,contact_telephone,month,age,balance,day_of_week,duration,campaign,pdays,previous
1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,False,True,False,7,46,0,25,49,1,-1,0
0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,3,False,True,False,10,36,129,27,149,1,-1,0
0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2,False,True,False,2,60,523,11,467,1,182,3
1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,2,True,False,False,6,27,178,3,732,2,-1,0
0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,False,True,False,7,33,2297,27,527,1,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,False,True,False,11,37,8135,20,358,1,184,1
1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2,False,True,False,5,48,0,5,334,1,-1,0
0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,3,False,True,False,5,55,0,18,616,1,370,1
0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,True,False,3,60,12980,5,115,1,-1,0
1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2,False,True,False,8,52,172,8,75,2,-1,0
0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,False,True,False,8,56,1780,11,111,2,-1,0
0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,False,True,False,2,34,99,3,264,2,-1,0
1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3,False,True,False,5,45,311,22,81,1,-1,0
0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,3,False,True,False,8,34,6529,14,505,2,-1,0
0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2,False,True,False,8,44,267,22,520,2,-1,0
0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1,False,False,True,5,54,4401,13,414,1,183,2
1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2,True,False,False,5,54,24,28,404,1,-1,0
0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,3,False,True,False,8,21,2077,5,323,1,-1,0
1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3,True,False,False,5,26,1004,30,228,2,-1,0
0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,2,False,True,False,8,56,256,19,220,5,117,2
1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2,False,True,False,5,22,344,18,347,1,-1,0
0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3,False,True,False,7,31,409,9,564,5,-1,0
1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2,False,True,False,7,47,894,10,105,1,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2,True,False,False,5,31,754,19,1022,4,-1,0
0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,True,False,False,7,50,29,23,104,1,-1,0
0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2,True,False,False,6,41,1273,20,73,3,-1,0
0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1,False,False,True,8,63,91,26,128,3,-1,0
1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,2,False,True,False,5,28,217,15,238,2,372,1
0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,3,True,False,False,11,31,2807,8,154,1,-1,0
1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,2,True,False,False,5,33,14,12,188,1,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2,False,True,False,5,41,139,12,178,3,370,1
0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,False,True,False,2,35,483,3,115,1,-1,0
1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2,False,True,False,5,39,315,15,14,3,-1,0
1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,2,False,True,False,4,39,15,30,510,1,-1,0
0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,True,False,2,39,481,4,38,8,-1,0
1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,3,False,True,False,11,60,4256,16,200,1,92,4
1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2,True,False,False,5,33,1847,23,129,6,-1,0
0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1,False,True,False,8,76,3324,13,227,2,192,1
1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,True,False,12,50,10250,7,254,3,385,2
0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,3,False,True,False,4,30,81,22,145,1,-1,0
0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1,True,False,False,7,29,339,4,1576,3,-1,0
0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3,False,True,False,1,30,167,30,320,2,-1,0
0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3,False,False,True,6,83,4761,9,294,2,93,1
1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3,False,True,False,7,27,151,16,496,1,-1,0
1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1,True,False,False,5,60,313,15,920,2,-1,0
1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2,False,True,False,11,33,293,20,834,3,-1,0
1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1,False,True,False,5,25,292,18,1027,2,-1,0
0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,2,False,True,False,1,22,254,13,143,2,-1,0
0,1,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,2,False,True,False,7,33,44,23,529,1,-1,0
0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,3,False,True,False,7,37,1775,15,514,5,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2,False,True,False,5,50,-441,8,203,2,-1,0
0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2,False,True,False,3,25,509,5,418,1,-1,0
1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2,False,True,False,1,37,1694,29,404,2,251,6
0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2,False,True,False,12,28,339,3,350,1,182,1
0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,2,False,True,False,6,37,2543,22,69,4,-1,0
0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2,False,True,False,7,26,463,2,248,2,-1,0
1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,2,True,False,False,5,37,381,8,985,2,-1,0
1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,False,True,False,2,40,432,2,101,1,-1,0
1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,False,True,False,5,32,62,14,166,1,-1,0
0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1,False,True,False,8,58,4158,13,455,2,-1,0
1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,False,False,True,11,39,2263,21,1158,9,-1,0
0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,3,False,True,False,11,35,3831,20,59,2,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,False,True,False,5,45,2523,13,110,4,-1,0
0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2,False,True,False,7,52,137,6,227,2,-1,0
0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,False,True,False,8,33,1047,8,512,4,-1,0
1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,True,False,False,5,25,131,9,237,1,-1,0
0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,False,True,False,8,48,147,19,158,8,-1,0
0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,True,False,10,47,1210,26,604,1,91,4
0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,3,False,True,False,10,27,1134,21,825,1,183,4
0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2,False,True,False,5,42,1066,26,125,1,104,3
0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,False,True,False,8,47,225,28,1126,4,-1,0
0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,3,False,True,False,2,34,2885,10,314,2,156,4
1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,False,True,False,2,31,3,11,331,1,-1,0
0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,3,False,True,False,8,41,231,7,352,2,-1,0
1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,False,True,False,8,37,2672,11,549,1,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0,False,True,False,4,43,1123,16,191,2,322,3
1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,2,False,True,False,5,36,3,18,15,8,-1,0
1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,False,True,False,7,41,15,30,59,2,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0,True,False,False,5,55,-102,23,35,1,-1,0
1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,3,False,True,False,7,34,146,14,788,2,-1,0
1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2,False,True,False,8,33,8,14,425,4,-1,0
1,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,3,False,True,False,9,37,488,17,328,1,854,2
0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2,False,True,False,7,30,5,10,829,5,-1,0
0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3,False,True,False,8,32,1134,28,85,4,-1,0
0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2,False,True,False,6,27,2071,4,449,1,-1,0
1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1,False,True,False,7,60,-63,7,1434,5,-1,0
0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3,False,True,False,6,31,617,4,1161,1,97,2
0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3,False,False,True,4,71,1486,21,110,3,-1,0
0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,True,False,False,6,46,126,18,1255,1,-1,0
0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1,False,True,False,8,57,2785,11,610,4,-1,0
0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3,False,True,False,9,26,1646,18,890,5,-1,0
0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,False,True,False,3,22,114,30,517,1,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,True,False,4,44,788,17,392,1,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,False,True,False,4,42,201,30,841,1,85,2
0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3,False,True,False,2,47,-230,4,293,1,-1,0
1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,2,False,True,False,5,36,1228,4,303,3,-1,0
1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,True,False,False,10,32,8749,21,294,1,-1,0
1,0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,3,False,True,False,7,31,256,16,873,2,-1,0
0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2,False,True,False,12,59,957,9,479,2,-1,0
0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,2,False,False,True,8,30,2046,10,133,1,-1,0
0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3,False,True,False,5,29,265,22,491,1,-1,0
0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0,True,False,False,5,38,113,13,25,10,-1,0
0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2,False,False,True,10,28,123,22,313,1,-1,0
1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,False,True,False,8,50,109,13,185,2,-1,0
1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2,False,True,False,4,38,1970,30,701,1,176,1
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,True,False,5,30,378,14,566,2,-1,0
0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2,True,False,False,6,51,1435,11,587,1,-1,0
1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,False,True,False,5,44,738,11,55,1,171,8
0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,3,False,True,False,4,30,53,29,375,1,-1,0
0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1,False,True,False,6,23,382,15,74,1,108,1
1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3,False,True,False,5,37,102,6,445,1,258,2
0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3,False,True,False,1,74,2575,25,172,2,161,1
0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2,False,False,True,8,44,65,28,53,11,-1,0
0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,2,False,True,False,7,32,26,25,110,1,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1,True,False,False,5,41,1563,15,112,1,-1,0
0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,2,False,True,False,2,28,313,9,1183,2,-1,0
0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,False,True,False,8,53,2327,8,94,2,-1,0
0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,2,False,True,False,8,21,216,5,414,1,-1,0
0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2,False,True,False,2,30,1599,11,152,2,-1,0
0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,True,False,False,6,51,1938,19,61,1,-1,0
0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1,False,True,False,8,59,1100,18,147,10,-1,0
0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2,False,False,True,1,62,3904,29,403,2,-1,0
0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,2,False,True,False,10,38,70,27,255,3,148,1
1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2,False,True,False,5,35,0,18,146,2,-1,0
0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,False,True,False,7,27,9,9,919,2,-1,0
0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,2,False,True,False,2,39,-168,4,7,5,-1,0
1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,2,True,False,False,5,43,206,14,436,1,-1,0
1,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2,True,False,False,5,54,0,29,273,2,-1,0
0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2,False,True,False,1,32,0,28,558,1,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,False,True,False,4,51,1016,20,78,1,-1,0
0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2,False,True,False,12,57,5313,16,283,2,196,1
0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1,False,False,True,10,59,3648,23,257,2,126,3
1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2,True,False,False,6,44,249,5,173,3,-1,0
1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,1,True,False,False,5,59,4243,29,233,1,-1,0
0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2,False,True,False,7,32,1029,5,175,4,-1,0
1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2,True,False,False,5,41,768,15,214,4,-1,0
1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,False,True,False,8,34,661,5,245,2,183,10
1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3,False,True,False,5,35,2486,25,265,1,-1,0
1,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,3,False,True,False,11,44,1070,11,172,1,91,5
1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,2,True,False,False,5,25,276,12,268,4,-1,0
0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,2,True,False,False,8,46,401,19,69,2,-1,0
1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3,False,True,False,5,22,103,18,130,2,-1,0
0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,2,False,True,False,6,31,1776,15,220,1,207,1
1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,False,True,False,5,35,520,4,458,3,17,5
1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2,True,False,False,6,50,193,18,305,6,-1,0
0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,False,True,False,9,39,112,16,574,3,-1,0
0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,3,False,True,False,3,31,71,12,119,1,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,3,False,True,False,11,36,3649,20,399,2,156,2
1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3,False,True,False,8,37,455,13,904,6,-1,0
1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,True,False,7,33,1114,14,250,3,-1,0
1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,False,True,False,4,40,283,20,222,1,153,4
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2,True,False,False,5,33,1464,23,588,3,-1,0
0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,False,True,False,8,25,1003,12,361,1,-1,0
0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,False,False,True,4,64,679,22,135,3,-1,0
0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1,False,True,False,8,52,1625,8,459,2,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1,True,False,False,5,42,28,5,126,3,-1,0
0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3,False,True,False,7,35,-324,21,985,11,-1,0
1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,3,True,False,False,5,30,1380,21,294,2,-1,0
1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,True,False,False,5,36,860,20,294,15,-1,0
1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,True,False,False,6,44,776,3,150,1,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,True,False,11,34,320,12,413,1,92,3
0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,3,False,True,False,7,46,21,30,566,2,-1,0
0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,False,True,False,10,30,944,29,251,2,-1,0
0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,2,False,False,True,11,21,123,11,513,1,91,1
0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,3,False,True,False,1,56,1181,28,186,1,433,1
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,True,False,11,35,153,18,645,2,-1,0
1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2,False,True,False,11,52,230,21,89,4,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,True,False,5,31,-112,12,584,2,-1,0
1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3,False,True,False,2,41,-24,2,437,1,-1,0
1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3,False,True,False,8,34,79,5,203,1,92,5
0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,False,True,7,49,93,24,212,4,-1,0
0,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,3,False,True,False,7,42,5331,31,135,3,-1,0
1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,True,False,False,5,31,-464,12,256,4,-1,0
0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2,False,True,False,3,37,2678,25,156,1,-1,0
0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,2,False,True,False,8,47,600,4,173,2,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2,True,False,False,5,29,-20,29,814,2,-1,0
1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2,True,False,False,5,45,1377,28,171,5,-1,0
0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2,False,True,False,7,34,806,19,253,3,458,1
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,True,False,5,29,104,18,903,4,-1,0
1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,3,False,True,False,3,31,1570,8,277,4,286,1
0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1,False,True,False,3,83,46,25,115,1,-1,0
0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3,False,True,False,4,34,5462,30,430,1,-1,0
1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,True,False,4,31,8295,17,218,1,149,1
1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2,False,True,False,2,24,556,8,278,1,94,4
0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,False,True,False,7,53,5261,25,1209,3,-1,0
0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3,False,True,False,9,50,6574,8,495,1,92,3
0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,False,True,False,8,60,11262,26,323,1,-1,0
1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2,False,True,False,11,41,112,17,1081,1,131,1
0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,False,True,False,4,24,2022,23,159,4,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,True,False,False,5,33,256,21,151,2,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,True,False,False,5,42,803,7,171,2,-1,0
1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,3,False,True,False,5,36,962,8,568,1,-1,0
0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3,False,True,False,2,68,2812,3,279,2,181,1
1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,True,False,7,48,742,14,304,4,-1,0
1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2,False,True,False,7,52,-588,22,81,4,-1,0
0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,False,True,False,4,45,506,23,229,2,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2,True,False,False,5,37,48,8,133,2,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,False,True,False,8,45,328,12,174,4,-1,0
0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1,False,False,True,5,59,1727,25,500,4,358,2
0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,2,False,True,False,7,31,3511,2,667,1,-1,0
1,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2,False,True,False,7,31,0,18,913,4,-1,0
1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3,False,True,False,4,37,72,20,885,5,150,7
0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2,False,True,False,11,52,94,10,293,3,190,10
1,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,False,True,False,4,33,818,16,301,3,-1,0
0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,3,True,False,False,6,36,4145,20,988,4,-1,0
1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,False,True,False,5,35,189,11,95,1,-1,0
0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,3,False,True,False,11,55,2037,2,209,2,273,1
0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2,False,True,False,4,61,243,20,194,1,-1,0
0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1,False,False,True,4,76,1411,15,170,3,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2,True,False,False,5,30,1445,20,140,1,-1,0
0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,False,True,False,8,45,492,29,141,2,-1,0
1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2,False,True,False,11,38,2767,21,711,2,-1,0
0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1,False,False,True,9,70,0,9,145,1,-1,0
1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,2,True,False,False,5,28,949,28,1730,1,-1,0
0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2,False,True,False,8,49,3554,4,39,1,-1,0
0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,3,False,True,False,4,61,0,3,224,1,-1,0
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,True,False,5,60,322,7,63,1,-1,0
0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,True,False,False,6,42,2374,17,158,2,-1,0
0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,False,True,False,6,42,684,4,207,1,-1,0
1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,True,False,7,44,1074,11,911,2,-1,0
1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2,False,True,False,2,38,5115,27,99,1,102,6
1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,False,True,False,5,52,134,15,81,2,295,3
0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2,False,True,False,8,36,577,6,88,2,-1,0
0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2,False,False,True,4,46,0,20,173,2,-1,0
1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0,False,True,False,7,42,206,30,695,2,-1,0
0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,2,False,True,False,4,35,966,21,71,2,-1,0
0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2,False,True,False,2,26,37,2,219,5,-1,0
1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,True,False,False,6,38,9618,9,214,1,-1,0
0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2,False,True,False,4,35,2779,26,182,2,186,2
1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2,True,False,False,5,28,45,16,345,1,-1,0
1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,False,True,False,2,34,0,10,97,1,85,1
0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,False,True,False,10,36,203,29,139,1,-1,0
1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,2,True,False,False,5,34,1183,20,438,2,-1,0
